,jackpot,2nd,3rd,4th,5th,6th,7th,8th,9th,no_match
trial 759,0.0,0.0,0.0,4e-05,4e-05,0.00183,0.00148,0.01138,0.02754,0.95769
trial 760,0.0,0.0,0.0,7e-05,3e-05,0.00157,0.00159,0.01159,0.02724,0.95791
trial 761,0.0,0.0,0.0,1e-05,6e-05,0.00168,0.00137,0.01118,0.02631,0.95939
trial 762,0.0,0.0,0.0,1e-05,6e-05,0.00155,0.00143,0.01132,0.02729,0.95834
trial 763,0.0,0.0,0.0,3e-05,8e-05,0.00162,0.00145,0.01169,0.027,0.95813
trial 764,0.0,0.0,0.0,2e-05,7e-05,0.00166,0.00127,0.01123,0.02748,0.95827
trial 765,0.0,0.0,0.0,0.0,9e-05,0.00189,0.00148,0.01139,0.02682,0.95833
trial 766,0.0,0.0,0.0,5e-05,3e-05,0.00167,0.0015,0.01111,0.02742,0.95822
trial 767,0.0,0.0,0.0,4e-05,0.0001,0.00172,0.00146,0.0108,0.02712,0.95876
trial 768,0.0,0.0,0.0,4e-05,9e-05,0.00169,0.00175,0.01117,0.02749,0.95777
trial 769,0.0,0.0,0.0,1e-05,8e-05,0.00182,0.00164,0.01097,0.0269,0.95858
trial 770,0.0,0.0,0.0,6e-05,3e-05,0.00175,0.00139,0.01185,0.02718,0.95774
trial 771,0.0,0.0,0.0,1e-05,6e-05,0.00158,0.00145,0.01123,0.02737,0.9583
trial 772,0.0,0.0,0.0,4e-05,0.00015,0.00157,0.00146,0.01107,0.0285,0.95721
trial 773,0.0,0.0,0.0,2e-05,9e-05,0.00172,0.00149,0.01149,0.02758,0.95761
trial 774,0.0,0.0,0.0,4e-05,6e-05,0.00174,0.00149,0.01092,0.02705,0.9587
trial 775,0.0,0.0,1e-05,1e-05,0.0001,0.00148,0.00159,0.01081,0.02684,0.95916
trial 776,0.0,0.0,0.0,2e-05,5e-05,0.00171,0.00168,0.01109,0.02593,0.95952
trial 777,0.0,0.0,0.0,1e-05,7e-05,0.00181,0.00163,0.01159,0.02731,0.95758
trial 778,0.0,0.0,0.0,2e-05,7e-05,0.00161,0.0015,0.01059,0.02691,0.9593
trial 779,0.0,0.0,0.0,3e-05,5e-05,0.00161,0.0013,0.01135,0.02792,0.95774
trial 780,0.0,0.0,0.0,1e-05,6e-05,0.00154,0.00134,0.01142,0.02731,0.95832
trial 781,0.0,0.0,0.0,3e-05,0.00011,0.00165,0.00146,0.01125,0.0266,0.9589
trial 782,0.0,0.0,0.0,3e-05,7e-05,0.00158,0.00146,0.01135,0.02788,0.95763
trial 783,0.0,0.0,1e-05,3e-05,6e-05,0.00174,0.00148,0.01117,0.02762,0.95789
trial 784,0.0,0.0,0.0,3e-05,7e-05,0.0017,0.00149,0.01158,0.02797,0.95716
trial 785,0.0,0.0,0.0,1e-05,9e-05,0.00148,0.00159,0.01125,0.02743,0.95815
trial 786,0.0,0.0,0.0,2e-05,0.0001,0.00167,0.00144,0.01115,0.0279,0.95772
trial 787,0.0,0.0,0.0,5e-05,4e-05,0.00187,0.00143,0.01145,0.02769,0.95747
trial 788,0.0,0.0,0.0,4e-05,9e-05,0.00163,0.00157,0.0114,0.02603,0.95924
trial 789,0.0,0.0,0.0,1e-05,8e-05,0.00171,0.00144,0.01172,0.02761,0.95743
trial 790,0.0,0.0,0.0,2e-05,6e-05,0.00172,0.00127,0.01102,0.02762,0.95829
trial 791,0.0,0.0,2e-05,2e-05,6e-05,0.00173,0.00163,0.01111,0.02737,0.95806
trial 792,0.0,0.0,0.0,0.0,0.0001,0.0015,0.00128,0.01147,0.02721,0.95844
trial 793,0.0,0.0,1e-05,4e-05,8e-05,0.00176,0.00157,0.01077,0.02767,0.9581
trial 794,0.0,0.0,1e-05,2e-05,9e-05,0.00166,0.00133,0.01073,0.0267,0.95946
trial 795,0.0,0.0,0.0,0.0,8e-05,0.00171,0.00151,0.01184,0.02651,0.95835
trial 796,0.0,0.0,0.0,3e-05,9e-05,0.00181,0.00119,0.01112,0.0269,0.95886
trial 797,0.0,0.0,0.0,0.0,4e-05,0.0015,0.00129,0.01123,0.02751,0.95843
trial 798,0.0,0.0,0.0,1e-05,5e-05,0.00157,0.00147,0.0109,0.02752,0.95848
trial 799,0.0,0.0,0.0,2e-05,6e-05,0.00191,0.00125,0.01138,0.02882,0.95656
trial 800,0.0,0.0,0.0,2e-05,8e-05,0.0016,0.00155,0.01083,0.02736,0.95856
trial 801,0.0,0.0,0.0,0.0,9e-05,0.00171,0.00142,0.01074,0.02666,0.95938
trial 802,0.0,0.0,0.0,1e-05,0.00011,0.00159,0.0016,0.01097,0.02667,0.95905
trial 803,0.0,0.0,0.0,1e-05,0.0001,0.00166,0.00147,0.01088,0.02763,0.95825
trial 804,0.0,0.0,0.0,0.0,7e-05,0.00163,0.00148,0.01183,0.02653,0.95846
trial 805,0.0,0.0,0.0,2e-05,6e-05,0.00186,0.00119,0.01132,0.02784,0.95771
trial 806,0.0,0.0,0.0,4e-05,8e-05,0.00164,0.00162,0.01097,0.02814,0.95751
trial 807,0.0,0.0,0.0,2e-05,9e-05,0.00166,0.00152,0.01098,0.02686,0.95887
trial 808,0.0,0.0,0.0,3e-05,0.0001,0.00138,0.00157,0.01113,0.0278,0.95799
trial 809,0.0,0.0,0.0,2e-05,7e-05,0.00181,0.00132,0.01082,0.02732,0.95864
trial 810,0.0,0.0,0.0,0.0,3e-05,0.00177,0.00156,0.01125,0.0274,0.95799
trial 811,0.0,0.0,0.0,5e-05,0.00011,0.00163,0.0014,0.01107,0.02802,0.95772
trial 812,0.0,0.0,0.0,1e-05,0.0001,0.00169,0.00171,0.01142,0.02713,0.95794
trial 813,0.0,0.0,0.0,2e-05,6e-05,0.00172,0.00129,0.01108,0.02751,0.95832
trial 814,0.0,0.0,0.0,4e-05,8e-05,0.00149,0.00148,0.01114,0.02728,0.95849
trial 815,0.0,0.0,0.0,8e-05,8e-05,0.00167,0.00159,0.01064,0.02731,0.95863
trial 816,0.0,0.0,0.0,1e-05,6e-05,0.00156,0.00153,0.01085,0.02717,0.95882
trial 817,0.0,0.0,1e-05,1e-05,8e-05,0.00179,0.00154,0.01096,0.02657,0.95904
trial 818,0.0,0.0,0.0,2e-05,5e-05,0.00156,0.00163,0.01117,0.02751,0.95806
trial 819,0.0,0.0,0.0,2e-05,6e-05,0.0016,0.00124,0.01117,0.02794,0.95797
trial 820,0.0,0.0,0.0,2e-05,7e-05,0.00174,0.00124,0.01095,0.02719,0.95879
trial 821,0.0,0.0,0.0,2e-05,7e-05,0.0018,0.00145,0.01103,0.02826,0.95737
trial 822,0.0,0.0,0.0,1e-05,5e-05,0.00163,0.00149,0.01104,0.02818,0.9576
trial 823,0.0,0.0,0.0,3e-05,4e-05,0.00161,0.0016,0.01137,0.02688,0.95847
trial 824,0.0,0.0,0.0,4e-05,5e-05,0.00153,0.00146,0.0114,0.02749,0.95803
trial 825,0.0,0.0,0.0,2e-05,7e-05,0.00162,0.00162,0.01133,0.02736,0.95798
trial 826,0.0,0.0,0.0,1e-05,2e-05,0.00188,0.0014,0.01227,0.02696,0.95746
trial 827,0.0,0.0,0.0,1e-05,4e-05,0.00156,0.00138,0.01133,0.02753,0.95815
trial 828,0.0,0.0,0.0,2e-05,8e-05,0.00208,0.00159,0.01118,0.02646,0.95859
trial 829,0.0,0.0,0.0,2e-05,5e-05,0.00162,0.00144,0.01116,0.02716,0.95855
trial 830,0.0,0.0,0.0,0.0,4e-05,0.00174,0.00132,0.01149,0.02774,0.95767
trial 831,0.0,0.0,0.0,1e-05,5e-05,0.00159,0.00154,0.01131,0.02754,0.95796
trial 832,0.0,0.0,0.0,3e-05,8e-05,0.00161,0.00141,0.01148,0.02766,0.95773
trial 833,0.0,0.0,0.0,2e-05,0.00012,0.00178,0.00147,0.01117,0.02763,0.95781
trial 834,0.0,0.0,0.0,5e-05,6e-05,0.0015,0.00132,0.01118,0.02778,0.95811
trial 835,0.0,0.0,0.0,2e-05,9e-05,0.00167,0.00127,0.01158,0.02687,0.9585
trial 836,0.0,0.0,0.0,1e-05,5e-05,0.00157,0.00149,0.01117,0.02738,0.95833
trial 837,0.0,0.0,0.0,1e-05,8e-05,0.00168,0.00149,0.01128,0.02739,0.95807
trial 838,0.0,0.0,0.0,2e-05,7e-05,0.0018,0.00114,0.01147,0.02756,0.95794
trial 839,0.0,0.0,0.0,2e-05,7e-05,0.00167,0.00117,0.01142,0.02684,0.95881
trial 840,0.0,0.0,0.0,0.0,7e-05,0.00175,0.00133,0.0118,0.02727,0.95778
trial 841,0.0,0.0,0.0,5e-05,0.00011,0.00173,0.00155,0.01195,0.02711,0.9575
trial 842,0.0,0.0,0.0,2e-05,5e-05,0.00185,0.00143,0.01136,0.02761,0.95768
trial 843,0.0,0.0,2e-05,5e-05,8e-05,0.00162,0.00129,0.01105,0.02647,0.95942
trial 844,0.0,0.0,1e-05,1e-05,2e-05,0.00174,0.0016,0.01128,0.02696,0.95838
trial 845,0.0,0.0,1e-05,3e-05,4e-05,0.00154,0.00144,0.01052,0.02662,0.9598
trial 846,0.0,0.0,0.0,2e-05,7e-05,0.00151,0.00168,0.01138,0.02671,0.95863
trial 847,0.0,0.0,0.0,5e-05,3e-05,0.00143,0.00146,0.01173,0.02691,0.95839
trial 848,0.0,0.0,0.0,2e-05,6e-05,0.00162,0.00137,0.01162,0.02815,0.95716
trial 849,0.0,0.0,0.0,1e-05,0.00012,0.00177,0.00149,0.01161,0.02681,0.95819
trial 850,0.0,0.0,0.0,6e-05,8e-05,0.00181,0.00167,0.01167,0.02764,0.95707
trial 851,0.0,0.0,2e-05,3e-05,3e-05,0.00188,0.00138,0.01115,0.02695,0.95856
trial 852,0.0,0.0,0.0,0.0,6e-05,0.00163,0.00132,0.01164,0.02758,0.95777
trial 853,0.0,0.0,0.0,4e-05,9e-05,0.00179,0.00143,0.01166,0.02633,0.95866
trial 854,0.0,0.0,0.0,0.0,3e-05,0.00163,0.00154,0.0116,0.02724,0.95796
trial 855,0.0,0.0,0.0,3e-05,5e-05,0.00172,0.0012,0.01088,0.0265,0.95962
trial 856,0.0,0.0,0.0,1e-05,9e-05,0.00195,0.00145,0.01141,0.0267,0.95839
trial 857,0.0,0.0,0.0,4e-05,2e-05,0.00169,0.00157,0.0106,0.02789,0.95819
trial 858,0.0,0.0,0.0,4e-05,4e-05,0.00155,0.00137,0.01135,0.02719,0.95846
trial 859,0.0,0.0,0.0,0.0,7e-05,0.00166,0.00161,0.01137,0.02756,0.95773
trial 860,0.0,0.0,0.0,1e-05,4e-05,0.00152,0.00162,0.01116,0.02725,0.9584
trial 861,0.0,0.0,0.0,2e-05,8e-05,0.00158,0.00144,0.01101,0.02685,0.95902
trial 862,0.0,0.0,0.0,3e-05,7e-05,0.00173,0.00125,0.01157,0.02705,0.9583
trial 863,0.0,0.0,0.0,2e-05,0.0001,0.00165,0.00132,0.01099,0.02722,0.9587
trial 864,0.0,0.0,1e-05,2e-05,5e-05,0.00166,0.00168,0.01137,0.02788,0.95733
trial 865,0.0,0.0,1e-05,3e-05,6e-05,0.00179,0.00158,0.01062,0.02692,0.95899
trial 866,0.0,0.0,0.0,2e-05,1e-05,0.00161,0.00151,0.01182,0.02731,0.95772
trial 867,0.0,0.0,0.0,3e-05,0.0001,0.0015,0.00139,0.01066,0.02724,0.95908
trial 868,0.0,0.0,0.0,4e-05,7e-05,0.00154,0.00149,0.0119,0.02766,0.9573
trial 869,0.0,0.0,0.0,2e-05,6e-05,0.00178,0.00141,0.01149,0.02701,0.95823
trial 870,0.0,0.0,0.0,3e-05,5e-05,0.0018,0.00133,0.01098,0.02773,0.95808
trial 871,0.0,0.0,0.0,5e-05,6e-05,0.0016,0.00153,0.01103,0.02696,0.95877
trial 872,0.0,0.0,0.0,4e-05,0.00013,0.00176,0.00132,0.01124,0.02759,0.95792
trial 873,0.0,0.0,0.0,0.0,5e-05,0.00137,0.00141,0.01113,0.02773,0.95831
trial 874,0.0,0.0,0.0,2e-05,5e-05,0.00157,0.00165,0.01132,0.02718,0.95821
trial 875,0.0,0.0,0.0,4e-05,0.00014,0.00157,0.00136,0.01139,0.02764,0.95786
trial 876,0.0,0.0,0.0,1e-05,3e-05,0.00161,0.00139,0.011,0.02742,0.95854
trial 877,0.0,0.0,0.0,2e-05,5e-05,0.00166,0.00153,0.01088,0.02716,0.9587
trial 878,0.0,0.0,0.0,2e-05,8e-05,0.00149,0.00128,0.01095,0.02734,0.95884
trial 879,0.0,0.0,0.0,0.0,0.00012,0.00163,0.00147,0.01113,0.02736,0.95829
trial 880,0.0,0.0,1e-05,4e-05,3e-05,0.00169,0.0016,0.01079,0.027,0.95884
trial 881,0.0,0.0,0.0,3e-05,4e-05,0.00182,0.00139,0.01149,0.02695,0.95828
trial 882,0.0,0.0,0.0,1e-05,0.00011,0.00166,0.00126,0.01114,0.02702,0.9588
trial 883,0.0,0.0,1e-05,3e-05,4e-05,0.00158,0.00162,0.01102,0.0272,0.9585
trial 884,0.0,0.0,0.0,2e-05,7e-05,0.00172,0.00138,0.01108,0.02755,0.95818
trial 885,0.0,0.0,0.0,5e-05,5e-05,0.00155,0.00159,0.01108,0.02742,0.95826
trial 886,0.0,0.0,0.0,2e-05,9e-05,0.00154,0.00133,0.01088,0.0276,0.95854
trial 887,0.0,0.0,1e-05,1e-05,6e-05,0.00187,0.00157,0.01125,0.02697,0.95826
trial 888,0.0,0.0,1e-05,3e-05,0.0,0.00176,0.00117,0.01135,0.02696,0.95872
trial 889,0.0,0.0,0.0,3e-05,5e-05,0.00176,0.00143,0.0114,0.02678,0.95855
trial 890,0.0,0.0,0.0,1e-05,5e-05,0.00166,0.00164,0.01071,0.02741,0.95852
trial 891,0.0,0.0,0.0,3e-05,5e-05,0.00164,0.00133,0.01091,0.02688,0.95916
trial 892,0.0,0.0,0.0,1e-05,7e-05,0.00179,0.0015,0.01041,0.02679,0.95943
trial 893,0.0,0.0,0.0,2e-05,5e-05,0.00188,0.00164,0.01147,0.02664,0.9583
trial 894,0.0,0.0,0.0,2e-05,0.00011,0.00157,0.00154,0.01112,0.02791,0.95773
trial 895,0.0,0.0,0.0,1e-05,5e-05,0.00159,0.00134,0.012,0.02652,0.95849
trial 896,0.0,0.0,0.0,2e-05,7e-05,0.00165,0.00144,0.0116,0.02801,0.95721
trial 897,0.0,0.0,0.0,3e-05,8e-05,0.00173,0.00151,0.01071,0.02713,0.95881
trial 898,0.0,0.0,0.0,0.0,8e-05,0.00188,0.00129,0.01158,0.02717,0.958
trial 899,0.0,0.0,0.0,2e-05,7e-05,0.00156,0.00141,0.01131,0.02745,0.95818
trial 900,0.0,0.0,1e-05,4e-05,0.0001,0.00172,0.00139,0.01065,0.02728,0.95881
trial 901,0.0,0.0,0.0,2e-05,7e-05,0.00159,0.00118,0.01084,0.02812,0.95818
trial 902,0.0,0.0,1e-05,4e-05,0.00012,0.00159,0.00153,0.01146,0.02669,0.95856
trial 903,0.0,0.0,0.0,3e-05,5e-05,0.00157,0.00139,0.0113,0.02828,0.95738
trial 904,0.0,0.0,0.0,3e-05,8e-05,0.00173,0.00147,0.0109,0.02767,0.95812
trial 905,0.0,0.0,0.0,3e-05,0.00012,0.00168,0.00157,0.01106,0.02728,0.95826
trial 906,0.0,0.0,1e-05,1e-05,0.00012,0.0015,0.00127,0.01156,0.02726,0.95827
trial 907,0.0,0.0,0.0,3e-05,5e-05,0.00175,0.00161,0.01122,0.02732,0.95802
trial 908,0.0,0.0,0.0,0.0,5e-05,0.00175,0.00151,0.01081,0.02742,0.95846
trial 909,0.0,0.0,0.0,2e-05,4e-05,0.0019,0.00149,0.01047,0.02643,0.95965
trial 910,0.0,0.0,0.0,4e-05,7e-05,0.00188,0.00141,0.01108,0.02724,0.95828
trial 911,0.0,0.0,0.0,2e-05,4e-05,0.00172,0.00167,0.011,0.02695,0.9586
trial 912,0.0,0.0,0.0,2e-05,9e-05,0.00177,0.00133,0.01134,0.02755,0.9579
trial 913,0.0,0.0,0.0,0.0,3e-05,0.00146,0.0014,0.01102,0.02758,0.95851
trial 914,0.0,0.0,0.0,7e-05,7e-05,0.00147,0.00155,0.01169,0.02649,0.95866
trial 915,0.0,0.0,0.0,5e-05,4e-05,0.00149,0.00138,0.01189,0.02713,0.95802
trial 916,0.0,0.0,0.0,5e-05,6e-05,0.00175,0.0016,0.01136,0.02662,0.95856
trial 917,0.0,0.0,0.0,2e-05,5e-05,0.0018,0.00131,0.01069,0.028,0.95813
trial 918,0.0,0.0,0.0,5e-05,5e-05,0.00158,0.00143,0.0112,0.02695,0.95874
trial 919,0.0,0.0,0.0,3e-05,5e-05,0.00175,0.00142,0.01127,0.02721,0.95827
trial 920,0.0,0.0,0.0,4e-05,0.00011,0.00168,0.00148,0.01086,0.02672,0.95911
trial 921,0.0,0.0,0.0,2e-05,0.00012,0.00154,0.00172,0.01119,0.02626,0.95915
trial 922,0.0,0.0,0.0,6e-05,2e-05,0.00157,0.00132,0.01022,0.02747,0.95934
trial 923,0.0,0.0,0.0,2e-05,3e-05,0.0018,0.00161,0.0112,0.02763,0.95771
trial 924,0.0,0.0,0.0,1e-05,8e-05,0.00156,0.0016,0.01109,0.02708,0.95858
trial 925,0.0,0.0,0.0,3e-05,3e-05,0.00171,0.00147,0.01134,0.02668,0.95874
trial 926,0.0,0.0,0.0,4e-05,0.00012,0.00175,0.00151,0.01062,0.02763,0.95833
trial 927,0.0,0.0,0.0,2e-05,6e-05,0.00159,0.00144,0.0113,0.02743,0.95816
trial 928,0.0,0.0,0.0,2e-05,0.00011,0.00145,0.0015,0.01123,0.02781,0.95788
trial 929,0.0,0.0,0.0,3e-05,9e-05,0.00155,0.00136,0.01119,0.02659,0.95919
trial 930,0.0,0.0,1e-05,2e-05,8e-05,0.00145,0.0013,0.01076,0.02741,0.95897
trial 931,0.0,0.0,0.0,1e-05,9e-05,0.00171,0.00147,0.01074,0.02687,0.95911
trial 932,0.0,0.0,0.0,2e-05,0.0001,0.00163,0.00153,0.01128,0.02751,0.95793
trial 933,0.0,0.0,0.0,2e-05,7e-05,0.00159,0.00156,0.01114,0.02789,0.95773
trial 934,0.0,0.0,0.0,1e-05,8e-05,0.00184,0.00151,0.01164,0.02699,0.95793
trial 935,0.0,0.0,0.0,1e-05,2e-05,0.00156,0.00143,0.01104,0.02828,0.95766
trial 936,0.0,0.0,0.0,0.0,5e-05,0.00168,0.00158,0.01147,0.02676,0.95846
trial 937,0.0,0.0,0.0,3e-05,4e-05,0.00154,0.00135,0.01067,0.02627,0.9601
trial 938,0.0,0.0,0.0,3e-05,6e-05,0.00163,0.00146,0.01103,0.02712,0.95867
trial 939,0.0,0.0,0.0,3e-05,8e-05,0.00177,0.00147,0.01121,0.02744,0.958
trial 940,0.0,0.0,1e-05,2e-05,6e-05,0.00147,0.00144,0.01146,0.02773,0.95781
trial 941,0.0,0.0,0.0,2e-05,4e-05,0.00176,0.0014,0.01107,0.02824,0.95747
trial 942,0.0,0.0,0.0,1e-05,8e-05,0.00155,0.00142,0.01156,0.0265,0.95888
trial 943,0.0,0.0,0.0,3e-05,4e-05,0.00165,0.00136,0.01119,0.02674,0.95899
trial 944,0.0,0.0,1e-05,5e-05,4e-05,0.00169,0.00122,0.01107,0.02738,0.95854
trial 945,0.0,0.0,0.0,5e-05,0.0001,0.00172,0.00124,0.0113,0.02714,0.95845
trial 946,0.0,0.0,0.0,4e-05,7e-05,0.00184,0.00148,0.01099,0.02898,0.9566
trial 947,0.0,0.0,0.0,5e-05,5e-05,0.00179,0.00151,0.01116,0.02741,0.95803
trial 948,0.0,0.0,0.0,1e-05,5e-05,0.0018,0.00149,0.01052,0.02756,0.95857
trial 949,0.0,0.0,0.0,3e-05,4e-05,0.00155,0.00135,0.01151,0.02731,0.95821
trial 950,0.0,0.0,0.0,1e-05,6e-05,0.0015,0.00148,0.01088,0.02695,0.95912
trial 951,0.0,0.0,0.0,5e-05,9e-05,0.00176,0.00152,0.01111,0.02716,0.95831
trial 952,0.0,0.0,0.0,2e-05,9e-05,0.0017,0.00153,0.01225,0.02758,0.95683
trial 953,0.0,0.0,0.0,0.0,7e-05,0.00159,0.00146,0.01069,0.02751,0.95868
trial 954,0.0,0.0,0.0,3e-05,8e-05,0.00178,0.00152,0.01116,0.02767,0.95776
trial 955,0.0,0.0,0.0,3e-05,8e-05,0.00168,0.0016,0.01128,0.02725,0.95808
trial 956,0.0,0.0,0.0,6e-05,5e-05,0.00159,0.0014,0.01111,0.02772,0.95807
trial 957,0.0,0.0,0.0,4e-05,7e-05,0.00179,0.00139,0.01085,0.02664,0.95922
trial 958,0.0,0.0,0.0,3e-05,0.0001,0.00143,0.00127,0.01119,0.02753,0.95845
trial 959,0.0,0.0,0.0,1e-05,4e-05,0.00153,0.0016,0.01146,0.0278,0.95756
trial 960,0.0,0.0,0.0,4e-05,0.00011,0.00172,0.00159,0.0111,0.02752,0.95792
trial 961,0.0,0.0,0.0,3e-05,5e-05,0.00163,0.00123,0.01159,0.02742,0.95805
trial 962,0.0,0.0,0.0,2e-05,9e-05,0.00174,0.00129,0.01079,0.02746,0.95861
trial 963,0.0,0.0,0.0,1e-05,5e-05,0.00154,0.00142,0.01101,0.02764,0.95833
trial 964,0.0,0.0,0.0,1e-05,5e-05,0.00182,0.00125,0.01127,0.02801,0.95759
trial 965,0.0,0.0,0.0,2e-05,8e-05,0.00151,0.00157,0.01147,0.02624,0.95911
trial 966,0.0,0.0,0.0,3e-05,9e-05,0.00156,0.00154,0.01062,0.0275,0.95866
trial 967,0.0,0.0,0.0,2e-05,5e-05,0.00179,0.00133,0.0109,0.02723,0.95868
trial 968,0.0,0.0,0.0,4e-05,7e-05,0.00176,0.00164,0.01119,0.0275,0.9578
trial 969,0.0,0.0,0.0,2e-05,1e-05,0.00164,0.00155,0.01108,0.02684,0.95886
trial 970,0.0,0.0,0.0,4e-05,4e-05,0.00151,0.00153,0.01065,0.02636,0.95987
trial 971,0.0,0.0,0.0,1e-05,7e-05,0.00165,0.00138,0.01154,0.02757,0.95778
trial 972,0.0,0.0,1e-05,4e-05,7e-05,0.00167,0.00152,0.01111,0.02688,0.9587
trial 973,0.0,0.0,0.0,1e-05,9e-05,0.00154,0.00143,0.01152,0.02693,0.95848
trial 974,0.0,0.0,1e-05,3e-05,0.00013,0.00187,0.00146,0.01098,0.02774,0.95778
trial 975,0.0,0.0,0.0,3e-05,3e-05,0.00188,0.00146,0.01122,0.02738,0.958
trial 976,0.0,0.0,0.0,6e-05,4e-05,0.00177,0.00138,0.01095,0.02719,0.95861
trial 977,0.0,0.0,0.0,1e-05,6e-05,0.00176,0.00151,0.01101,0.0278,0.95785
trial 978,0.0,0.0,0.0,2e-05,3e-05,0.00167,0.00157,0.01098,0.02734,0.95839
trial 979,0.0,0.0,0.0,3e-05,1e-05,0.0016,0.00136,0.01131,0.02647,0.95922
trial 980,0.0,0.0,0.0,1e-05,6e-05,0.00158,0.00174,0.01114,0.02717,0.9583
trial 981,0.0,0.0,0.0,3e-05,7e-05,0.00148,0.0014,0.01109,0.02816,0.95777
trial 982,0.0,0.0,0.0,2e-05,6e-05,0.00171,0.00143,0.01106,0.0275,0.95822
trial 983,0.0,0.0,0.0,3e-05,6e-05,0.00163,0.00153,0.0111,0.02743,0.95822
trial 984,0.0,0.0,0.0,2e-05,6e-05,0.0015,0.00151,0.01138,0.02739,0.95814
trial 985,0.0,0.0,0.0,5e-05,0.00013,0.00154,0.00147,0.01149,0.02736,0.95796
trial 986,0.0,0.0,0.0,1e-05,7e-05,0.00162,0.00159,0.01116,0.02623,0.95932
trial 987,0.0,0.0,0.0,4e-05,8e-05,0.00172,0.00137,0.01114,0.02684,0.95881
trial 988,0.0,0.0,0.0,5e-05,0.00011,0.00167,0.00147,0.01122,0.02743,0.95805
trial 989,0.0,0.0,1e-05,2e-05,0.0001,0.00162,0.00142,0.0116,0.02714,0.95809
trial 990,0.0,0.0,0.0,3e-05,0.00011,0.00166,0.00138,0.01137,0.02742,0.95803
trial 991,0.0,0.0,0.0,3e-05,5e-05,0.00148,0.00129,0.01084,0.02675,0.95956
trial 992,0.0,0.0,0.0,2e-05,8e-05,0.00174,0.00147,0.01155,0.02778,0.95736
trial 993,0.0,0.0,0.0,4e-05,8e-05,0.00164,0.00149,0.01124,0.02662,0.95889
trial 994,0.0,0.0,0.0,4e-05,2e-05,0.00151,0.0015,0.01105,0.02666,0.95922
trial 995,0.0,0.0,0.0,3e-05,3e-05,0.00159,0.00139,0.01116,0.02834,0.95746
trial 996,0.0,0.0,0.0,5e-05,5e-05,0.00153,0.00118,0.01166,0.02776,0.95777
trial 997,0.0,0.0,0.0,3e-05,6e-05,0.00163,0.00137,0.01185,0.02764,0.95742
trial 998,0.0,0.0,0.0,4e-05,9e-05,0.00157,0.0011,0.01176,0.02674,0.9587
trial 999,0.0,0.0,0.0,1e-05,6e-05,0.00164,0.00144,0.01106,0.02764,0.95815
trial 1000,0.0,0.0,0.0,1e-05,4e-05,0.00158,0.00136,0.01117,0.0273,0.95854
mean,0.0,4e-08,1.1800000000000001e-06,2.5340000000000005e-05,6.733000000000001e-05,0.0016573199999999999,0.0014421500000000001,0.01118394,0.02728035,0.95834235
computational,3.3049618880057487e-09,7.931908531213796e-08,1.0741126136018683e-06,2.5778702726444837e-05,6.874320727051957e-05,0.0016498369744924696,0.001443607352680911,0.011187956983277061,0.027298615039196027,0.6551667609407046
95%_CI,"(0.0, 0.0)","(8.121442580119603e-10, 7.918785574198803e-08)","(9.613065741774385e-07, 1.3986934258225618e-06)","(2.434027620351754e-05, 2.633972379648247e-05)","(6.566340430481194e-05, 6.899659569518807e-05)","(0.0016492432165760543, 0.0016653967834239455)","(0.0014347092692800886, 0.0014495907307199116)","(0.011163661627910175, 0.011204218372089824)","(0.027248652159266598, 0.0273120478407334)","(0.9583044055578944, 0.9583802944421056)"
